,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName,CumTimeDiff,VideoFrame
3253,taxi_234,41.903291851605715,12.48733142942473,0.0,"1855   2014-02-01 00:09:08+00:00
Name: Date, dtype: datetime64[ns, UTC]",8.853268318801435,8,74.45598656112007,,538,65
3254,taxi_234,41.9036303682577,12.488598564851902,0.0,2014-02-01 00:09:21+00:00,8.853268318801435,21,185.91863469483013,,551,66
3255,taxi_234,41.90430673421721,12.489520829163101,0.0,2014-02-01 00:09:31+00:00,10.727316258351435,10,107.27316258351435,,561,67
3256,taxi_234,41.904555640729754,12.489892609585405,0.0,"1857   2014-02-01 00:09:39+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.925558599950401,8,41.42394782558287,,569,68
3257,taxi_234,41.904867817227604,12.4903620205469,0.0,2014-02-01 00:09:50+00:00,4.925558599950401,19,93.58561339905762,,580,69
3258,taxi_234,41.90499951725934,12.490000089093984,0.0,"1858   2014-02-01 00:09:58+00:00
Name: Date, dtype: datetime64[ns, UTC]",3.9719535532217125,8,33.404129382594604,,588,70
3259,taxi_234,41.9050396935709,12.489887917650499,0.0,2014-02-01 00:10:01+00:00,3.9719535532217125,11,43.69148908543884,,591,71
3260,taxi_234,41.904643537741684,12.489523775872353,0.0,"1859   2014-02-01 00:10:09+00:00
Name: Date, dtype: datetime64[ns, UTC]",6.346784560993784,8,53.37645815795773,,599,72
3261,taxi_234,41.9041466899374,12.4890640143911,0.0,2014-02-01 00:10:20+00:00,6.346784560993784,19,120.5889066588819,,610,73
3262,taxi_234,41.9051364092029,12.488008967458999,0.0,2014-02-01 00:10:30+00:00,14.063821681030467,10,140.63821681030467,,620,74
3263,taxi_234,41.90599832341018,12.4894509771461,0.0,"1861   2014-02-01 00:10:38+00:00
Name: Date, dtype: datetime64[ns, UTC]",18.22045729593796,8,153.23404585883824,,628,75
3264,taxi_234,41.9062612701896,12.4898978920463,0.0,2014-02-01 00:10:41+00:00,18.220457295937962,11,200.42503025531758,,631,76
3265,taxi_234,41.90613920188227,12.490300998721537,0.0,"1862   2014-02-01 00:10:49+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.29135468499232,8,36.090292900785414,,639,77
3266,taxi_234,41.9059716259884,12.4908579610521,0.0,2014-02-01 00:11:01+00:00,4.291354684992319,20,85.82709369984639,,651,78
3267,taxi_234,41.9057805537995,12.490780106268199,0.0,2014-02-01 00:11:10+00:00,2.469618466523505,9,22.22656619871154,,660,79
3268,taxi_234,41.9057805537995,12.490780106268199,0.0,"1864   2014-02-01 00:11:18+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,668,80
3269,taxi_234,41.9057805537995,12.490780106268199,0.0,2014-02-01 00:11:31+00:00,0.0,21,0.0,,681,81
3270,taxi_234,41.90558386716097,12.49038190420722,0.0,"1865   2014-02-01 00:11:39+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.709794467025945,8,39.60937146768819,,689,82
3271,taxi_234,41.9055472036811,12.4903059112945,0.0,2014-02-01 00:11:41+00:00,4.709794467025945,10,47.097944670259444,,691,83
3272,taxi_234,41.90569099091232,12.490048130605738,0.0,"1866   2014-02-01 00:11:49+00:00
Name: Date, dtype: datetime64[ns, UTC]",3.1740237570185665,8,26.693539796526146,,699,84
